placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,inv,area,parcela,quadra,nsdist,linha,lo,lodist,recruit,data_morta,altura,altura_1,dap.04,mv.04,data04,am_f4.x,pq_f4.x,obs.04,am_f4.y,pq_f4.y,obs_cic4,c.05,mv.05,obs.05,am_f5,pq_f5,obs_cic5,data_cic5,data05,c.06,mv.06,obs.06,am_f6,pq_f6,obs_cic6,obs_m066,data_cic6,data_m066,data06,dap.07,c.07,mv.07,obs.07,data07,nova_placa.07,c07p,am_f7,pq_f7,caidape_c07p,obs_c07p,data_c07p,dap.08,c.08,mv.08,obs.08,data08,c.09,mv.09,obs_c09,cicat.09,Rec.09,am_f9,pq_f9,obs_cic9,data_cic9,qt_f9,data09,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,mv.22,c.22,obs.22,alt22,data22,equipe.22,dap.24,c.24,mv.24,obs.24,data24,equipe.24
6811,,jatoba,Hymcou,Hymenaea,courbaril L.,Caesalpinioideae,,0.77,40,1,A,5,225,6,O,13,i04,,27,27,61,v,20_09_2004,,,,,,,3,v,cq,,,,,08_09_2005,4,v,CQ,,,,,,,08_08_2006,,4,v,cq,12_07_2007,,,,,,,,59.1,4,v,cq,18_08_2008,5,v,,,,,,,,,06_08_2009,59.8,4,v,cq,06_07_2010,60,5,v,,30_08_2011,58.5,5,v,,12_08_2012,59,3,v,cq,29_07_2014,59.4,4,v,,12_07_2016,59.8,3,v,cq,16_07_2018,60,v,2,,,22_07_2022,Ebis_Sanarem_Bate,60.1,4,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6812,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,A,6,265,6,O,7,i04,,26,26,47.5,v,20_09_2004,,,,,,,4,v,cq_cr,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,48.2,3,v,,18_08_2008,4,v,,,,,,,,,06_08_2009,48.8,5,v,cq,06_07_2010,48.6,4,v,,30_08_2011,48.9,4,v,,12_08_2012,51.2,4,v,,29_07_2014,49.5,4,v,,12_07_2016,50,4,v,cq,16_07_2018,51,v,5,,,22_07_2022,Ebis_Sanarem_Bate,51.7,4,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6813,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,6,275,6,O,3,i04,,32,32,81.5,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,82.1,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,82.3,5,v,,06_07_2010,82.5,5,v,,30_08_2011,83.1,5,v,,12_08_2012,82.5,4,v,,29_07_2014,82.9,5,v,,12_07_2016,83.5,5,v,,16_07_2018,84.1,v,4,,,22_07_2022,Ebis_Sanarem_Bate,83.9,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6814,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,6,278,6,O,9,i04,,28,28,78.1,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,78.8,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,79.5,5,v,,06_07_2010,79.4,4,v,,30_08_2011,79.6,5,v,,12_08_2012,79.8,4,v,,29_07_2014,81,3,v,,12_07_2016,80.2,3,v,,16_07_2018,79.9,v,4,,,22_07_2022,Ebis_Sanarem_Bate,79.9,4,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6815,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,6,288,6,O,17,i04,2008,26,26,69.1,v,20_09_2004,,,,,,,3,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,3,v,,12_07_2007,,,,,,,,,0,m,,18_08_2008,0,m,,,,,,,,,06_08_2009,,0,m,m,06_07_2010,,0,m,morta,30_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,12_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6816,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,6,298,6,O,25,i04,,22,22,57.2,v,20_09_2004,,,,,,,4,v,,,,,,08_09_2005,3,v,CQ,,,,,,,08_08_2006,,3,v,,12_07_2007,,,,,,,,58,4,v,cq/cr,18_08_2008,4,v,,,,,,,,,06_08_2009,61,2,v,cq,06_07_2010,61.6,3,v,,30_08_2011,62.3,5,v,,12_08_2012,62.4,4,v,,29_07_2014,63.2,4,v,,12_07_2016,64.3,5,v,,16_07_2018,66.6,v,5,,,22_07_2022,Ebis_Sanarem_Bate,67.8,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6817,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,A,7,304,6,O,21,i04,2005,12,12,49.3,v,20_09_2004,,,,,,,0,m,,,,,,08_09_2005,0,m,,,,,,,,08_08_2006,,0,m,,12_07_2007,,,,,,,,,0,m,,18_08_2008,0,m,,,,,,,,,06_08_2009,,0,m,m,06_07_2010,,0,m,morta,30_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,12_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6818,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,7,335,6,L,10,i04,2011,28,28,42.7,v,20_09_2004,,,,,,,3,v,,,,,,08_09_2005,3,v,,,,,,,,08_08_2006,,3,v,,12_07_2007,,,,,,,,42.7,4,v,,18_08_2008,3,v,,,,,,,,,06_08_2009,42.7,2,v,,06_07_2010,,0,m,morta,30_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,12_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6819,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,40,1,A,7,340,6,O,0.2,i04,2010,22,22,45.4,v,20_09_2004,,,,,,,4,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,46,5,v,,18_08_2008,2,v,,,,,,,,,06_08_2009,,0,m,m,06_07_2010,,0,m,morta,30_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,12_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6820,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,7,338,6,O,14,i04,,29,29,43.9,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,44.8,4,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,42.7,5,v,,06_07_2010,43.4,5,v,,30_08_2011,46.6,5,v,,12_08_2012,46,4,v,,29_07_2014,47.7,4,v,,12_07_2016,48.6,4,v,,16_07_2018,50.3,v,4,,,22_07_2022,Ebis_Sanarem_Bate,50.8,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6821,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,8,350,6,L,10,i04,,30,30,53.6,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,54.8,4,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,56.7,5,v,,06_07_2010,57,5,v,,30_08_2011,57.4,5,v,,12_08_2012,59.3,5,v,,29_07_2014,60.5,5,v,,12_07_2016,61.9,5,v,,16_07_2018,63.6,v,5,,,22_07_2022,Ebis_Sanarem_Bate,64.1,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6822,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,40,1,A,8,353,6,O,16,i04,2011,28,28,52.4,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,3,v,cq,12_07_2007,,,,,,,,54.1,2,v,cq,18_08_2008,1,v,cq,,,,,,,,06_08_2009,54,1,v,cq,06_07_2010,,0,m,morta,30_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,12_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6823,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,A,8,350,6,O,25,i04,2010,23,23,42,v,20_09_2004,,,,,,,4,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,43,4,v,,18_08_2008,4,v,,,,,,,,,06_08_2009,,0,m,m,06_07_2010,,0,m,morta,30_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,12_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6824,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,8,381,6,O,0.5,i04,,27,27,44.6,v,20_09_2004,,,,,,,4,v,cr,,,,,08_09_2005,5,v,CR,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,49.5,4,v,cq,18_08_2008,5,v,,,,,,,,,06_08_2009,52.3,4,v,,06_07_2010,53.1,5,v,,30_08_2011,54.1,5,v,,12_08_2012,56.3,5,v,,29_07_2014,58.2,5,v,,12_07_2016,59.8,5,v,,16_07_2018,64,v,5,,,22_07_2022,Ebis_Sanarem_Bate,67,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6825,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,8,380,6,O,11,i04,,33,33,58.2,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,60.9,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,58.8,5,v,,06_07_2010,62.1,5,v,,30_08_2011,62.4,5,v,,12_08_2012,63.5,5,v,,29_07_2014,64.5,5,v,,12_07_2016,65.2,5,v,,16_07_2018,66.7,v,5,,,22_07_2022,Ebis_Sanarem_Bate,66.8,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6826,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,40,1,A,8,379,6,O,22,i04,2011,25,25,41.7,v,20_09_2004,,,,,,,4,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,3,v,cq,12_07_2007,,,,,,,,42.3,4,v,cq,18_08_2008,2,v,,,,,,,,,06_08_2009,42.4,1,v,cq/cr,06_07_2010,,0,m,morta,30_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,12_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6827,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,A,8,385,6,L,10,i04,,30,30,70.7,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,73.2,4,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,75.2,3,v,,06_07_2010,75.2,5,v,,30_08_2011,74.5,5,v,,12_08_2012,75.3,3,v,,29_07_2014,76.7,5,v,,12_07_2016,77.1,4,v,,16_07_2018,77.6,v,5,,,22_07_2022,Ebis_Sanarem_Bate,77,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6828,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,8,386,6,L,15,i04,,28,28,43.1,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,43.7,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,44.5,5,v,,06_07_2010,44.7,5,v,,30_08_2011,44.9,5,v,,12_08_2012,45.5,4,v,,29_07_2014,46.1,5,v,,12_07_2016,46.7,5,v,,16_07_2018,47.5,v,5,,,22_07_2022,Ebis_Sanarem_Bate,47.7,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6829,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,A,8,390,6,L,9,i04,,30,30,81,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,82.2,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,83,5,v,,06_07_2010,83.5,5,v,,30_08_2011,83.9,5,v,,12_08_2012,84.4,5,v,,29_07_2014,84.5,5,v,,12_07_2016,85.6,5,v,,16_07_2018,87,v,5,,,22_07_2022,Ebis_Sanarem_Bate,86.8,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6830,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,A,8,390,6,L,3,i04,,30,30,60.6,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,61.8,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,61,5,v,,06_07_2010,62,5,v,,30_08_2011,62,5,v,,12_08_2012,63,5,v,,29_07_2014,63.4,5,v,,12_07_2016,64.1,5,v,,16_07_2018,65,v,5,,,22_07_2022,Ebis_Sanarem_Bate,65.6,4,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6831,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,9,400,6,L,14,i04,,28,28,40.1,v,20_09_2004,,,,,,,4,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,41.2,4,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,42.8,5,v,,06_07_2010,41.7,4,v,,30_08_2011,41.8,5,v,,12_08_2012,42,3,v,,29_07_2014,42.5,5,v,,12_07_2016,42.6,5,v,,16_07_2018,43.3,v,5,,,22_07_2022,Ebis_Sanarem_Bate,43.2,4,v,"leste, lodist= 14m",21_06_2024,Sebastiao_Ebis_Darlisson
6832,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,A,9,407,6,O,17,i04,2004,4,4,43.6,m,20_09_2004,,,4m de altura,,,,0,m,,,,,,08_09_2005,0,m,,,,,,,,08_08_2006,,0,m,,12_07_2007,,,,,,,,,0,m,,18_08_2008,0,m,,,,,,,,,06_08_2009,,0,m,m,05_07_2010,,0,m,morta,30_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,12_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6833,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,9,407,6,L,1,i04,,30,30,68,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,69.7,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,70.1,5,v,,06_07_2010,69.8,5,v,,30_08_2011,70.2,5,v,,12_08_2012,71.2,5,v,,29_07_2014,71.6,5,v,,12_07_2016,71.7,5,v,,16_07_2018,73,v,5,lado leste,,22_07_2022,Ebis_Sanarem_Bate,74.3,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6834,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,9,448,6,L,6,i04,,28,28,51.9,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,54,3,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,55.4,4,v,,05_07_2010,55.4,5,v,,30_08_2011,55.8,5,v,,12_08_2012,57.2,5,v,,29_07_2014,58.4,5,v,,12_07_2016,59.4,5,v,,16_07_2018,60.2,v,5,,,22_07_2022,Ebis_Sanarem_Bate,60.5,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6835,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,A,9,449,6,O,25,i04,2009,18,18,40.5,v,20_09_2004,,,,,,,3,v,cq,,,,,08_09_2005,3,v,CQ,,,,,,,08_08_2006,,3,v,cq,12_07_2007,,,,,,,,41.5,4,v,cq,18_08_2008,0,m,cq/cr,,,,,,,,06_08_2009,,0,m,m,05_07_2010,,0,m,morta,30_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,12_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6836,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,A,10,478,6,L,7,i04,,20,20,41.6,v,20_09_2004,,,,,,,4,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,41.7,2,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,41.9,4,v,,05_07_2010,41.8,4,v,,30_08_2011,41.8,5,v,,12_08_2012,41.9,1,v,cq,29_07_2014,42,3,v,,12_07_2016,42.3,4,v,,16_07_2018,42.4,v,3,cipo na copa,,22_07_2022,Ebis_Sanarem_Bate,42.6,3,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6837,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,A,10,478,6,O,13,i04,,25,25,49.6,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,50.4,4,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,49.8,5,v,,05_07_2010,49.8,5,v,,30_08_2011,49.8,5,v,,12_08_2012,49.8,4,v,,29_07_2014,50.2,5,v,,12_07_2016,50.5,4,v,,16_07_2018,51.7,v,5,,,22_07_2022,Ebis_Sanarem_Bate,50.3,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6838,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,11,518,6,L,17,i04,,30,30,82.2,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,84.8,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,85,5,v,,05_07_2010,85.3,5,v,,30_08_2011,85.3,5,v,,12_08_2012,85,3,v,,29_07_2014,85.5,5,v,,12_07_2016,86.5,4,v,,16_07_2018,87.4,v,5,,,22_07_2022,Ebis_Sanarem_Bate,87.4,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6839,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,11,525,6,L,10,i04,,29,29,55.6,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,57.3,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,58.5,5,v,,05_07_2010,58.7,5,v,,30_08_2011,59.5,5,v,,12_08_2012,58.9,4,v,,29_07_2014,59.8,5,v,,12_07_2016,60.1,5,v,,16_07_2018,60.8,v,5,,,22_07_2022,Ebis_Sanarem_Bate,61.5,4,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6840,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,11,548,6,O,9,i04,,30,30,66.4,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,68,4,v,,18_08_2008,4,v,,,,,,,,,06_08_2009,67.2,4,v,,05_07_2010,67.2,5,v,,30_08_2011,67.3,5,v,,12_08_2012,67.3,4,v,,29_07_2014,67.5,5,v,,12_07_2016,67.8,5,v,,16_07_2018,68.1,v,5,,,22_07_2022,Ebis_Sanarem_Bate,68,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6841,,mamorana_da_terra_firme,Eriglo,Eriotheca,globosa (Aubl.) A. Rubyns,Bombacaceae,,0.41,40,1,A,12,586,6,O,5,i04,,28,28,60,v,20_09_2004,,,,,,,4,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,63,5,v,,18_08_2008,3,v,com flor,,,,,,,,06_08_2009,65.4,4,v,,05_07_2010,65.3,5,v,,30_08_2011,65.8,5,v,,12_08_2012,67.8,4,v,,29_07_2014,67.6,5,v,,12_07_2016,70.3,5,v,,16_07_2018,71,v,4,altura d dap -> 1.65m,,22_07_2022,Ebis_Sanarem_Bate,72.6,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6842,,marupa,Simama,Simarouba,amara Aubl.,Simarubaceae,,,40,1,A,12,598,6,O,1,i04,,28,28,58.4,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,59.3,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,59.8,5,v,,05_07_2010,60.2,5,v,,30_08_2011,60.4,5,v,,12_08_2012,61.7,5,v,,29_07_2014,62.7,5,v,,11_07_2016,63.7,5,v,,16_07_2018,64.4,v,5,,,22_07_2022,Ebis_Sanarem_Bate,65,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6843,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,A,13,620,6,L,1,i04,2022,27,27,57.5,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,57.9,4,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,58.5,3,v,,05_07_2010,57.5,5,v,,30_08_2011,58.4,5,v,,12_08_2012,58.5,5,v,,29_07_2014,58.7,4,v,,11_07_2016,59.7,5,v,,16_07_2018,,m,0,morto,,22_07_2022,Ebis_Sanarem_Bate,,0,m,,23_06_2024,
6844,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,13,649,6,O,16,i04,2010,30,30,82.7,v,20_09_2004,,,,,,,4,v,cq,,,,,08_09_2005,3,v,CQ,,,,,,,08_08_2006,,2,v,cq,12_07_2007,,,,,,,,82.3,3,v,cq,18_08_2008,1,v,,,,,,,,,06_08_2009,,0,m,m,05_07_2010,,0,m,morta,30_08_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,11_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6845,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,A,13,647,6,O,21,i04,,32,32,74.4,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,77.2,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,78.5,5,v,,05_07_2010,78.7,5,v,,30_08_2011,79.5,5,v,,12_08_2012,80.2,5,v,,29_07_2014,81,5,v,,11_07_2016,82.1,5,v,,16_07_2018,84.3,v,5,,,22_07_2022,Ebis_Sanarem_Bate,84.7,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6846,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,14,660,6,L,0,i04,,30,30,101.5,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,103.8,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,106,5,v,,05_07_2010,105.6,5,v,,30_08_2011,106.5,5,v,,12_08_2012,107.2,5,v,,29_07_2014,108.9,5,v,,11_07_2016,110,5,v,,16_07_2018,112.1,v,5,,,22_07_2022,Ebis_Sanarem_Bate,112.3,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6847,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,14,667,6,L,13,i04,,28,28,49.9,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,52.9,5,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,54.5,5,v,,05_07_2010,55.2,5,v,,30_08_2011,55.8,5,v,,12_08_2012,58,5,v,,29_07_2014,59.5,5,v,,11_07_2016,60.5,5,v,,16_07_2018,63.4,v,5,,,22_07_2022,Ebis_Sanarem_Bate,63.6,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6848,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,40,1,A,14,670,6,L,7,i04,2016,22,22,41.1,v,20_09_2004,,,,,,,3,v,cr,,,,,08_09_2005,4,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,42.4,4,v,,18_08_2008,4,v,cr,,,,,,,,06_08_2009,43.4,3,v,,05_07_2010,43.6,4,v,,30_08_2011,43.6,5,v,,12_08_2012,44,2,v,,29_07_2014,,0,m,morta,11_07_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6849,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,A,14,685,6,O,0.5,i04,,28,28,41.9,v,20_09_2004,,,,,,,4,v,,,,,,08_09_2005,5,v,,,,,,,,08_08_2006,,5,v,,12_07_2007,,,,,,,,46.6,4,v,,18_08_2008,5,v,,,,,,,,,06_08_2009,47.2,5,v,,05_07_2010,47.2,5,v,,30_08_2011,48.2,5,v,,12_08_2012,50.3,4,v,,29_07_2014,52.8,5,v,,11_07_2016,53.9,4,v,,16_07_2018,55.8,v,5,,,22_07_2022,Ebis_Sanarem_Bate,56.8,5,v,,21_06_2024,Sebastiao_Ebis_Darlisson
6850,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,A,14,686,6,O,16,i04,2022,29,29,50.3,v,20_09_2004,,,,,,,5,v,,,,,,08_09_2005,3,v,,,,,,,,08_08_2006,,4,v,,12_07_2007,,,,,,,,50.2,4,v,,18_08_2008,4,v,,,,,,,,,06_08_2009,50.4,5,v,,05_07_2010,50.4,4,v,,30_08_2011,50.4,4,v,,12_08_2012,50.4,3,v,,29_07_2014,50.5,3,v,,11_07_2016,50.4,3,v,,16_07_2018,,m,0,morto,,22_07_2022,Ebis_Sanarem_Bate,,0,m,,23_06_2024,
